Date,China,France,Germany,Italy,Portugal,Spain,UK,US,China_REL,France_REL,Germany_REL,Italy_REL,Portugal_REL,Spain_REL,UK_REL,US_REL,China_ult7,France_ult7,Germany_ult7,Italy_ult7,Portugal_ult7,Spain_ult7,UK_ult7,US_ult7,China_REL_ult7,France_REL_ult7,Germany_REL_ult7,Italy_REL_ult7,Portugal_REL_ult7,Spain_REL_ult7,UK_REL_ult7,US_REL_ult7
2020-12-29,95797,2570767,1692109,2067487,400002,1893502,2382865,19595117,6.88,3838.28,2041.0,3421.76,3889.62,4046.24,3585.39,5998.12,569.0,81878.0,121738.0,90117.0,21346.0,63599.0,272551.0,1274236.0,0.040000000000000036,122.25,146.83999999999992,149.1500000000001,207.55999999999995,135.89999999999964,410.0899999999997,390.03999999999996
2020-12-30,95876,2597124,1741153,2083689,406051,1910218,2432888,19827133,6.88,3877.63,2100.16,3448.57,3948.44,4081.96,3660.66,6069.14,578.0,93431.0,137024.0,92411.0,22793.0,67929.0,283337.0,1277491.0,0.040000000000000036,139.5,165.27999999999975,152.94000000000005,221.6300000000001,145.1500000000001,426.3199999999997,391.03999999999996
2020-12-31,95963,2616902,1760520,2107166,413678,1928265,2488780,20061049,6.89,3907.16,2123.52,3487.43,4022.61,4120.53,3744.76,6140.75,580.0,91668.0,129924.0,97849.0,26042.0,73314.0,300193.0,1318246.0,0.040000000000000036,136.8699999999999,156.71000000000004,161.94000000000005,253.23000000000002,156.66999999999962,451.69000000000005,403.52000000000044
2021-01-01,96023,2636045,1762637,2129376,420629,1928265,2542065,20213393,6.89,3935.74,2126.07,3524.19,4090.2,4120.53,3824.94,6187.38,563.0,90687.0,129901.0,101022.0,28847.0,73314.0,320753.0,1373861.0,0.040000000000000036,135.39999999999964,156.68000000000006,167.20000000000027,280.50999999999976,156.66999999999962,482.6300000000001,420.53999999999996
2021-01-02,96086,2639404,1773540,2141201,423870,1928265,2599789,20513675,6.9,3940.76,2139.22,3543.76,4121.72,4120.53,3911.79,6279.3,545.0,91016.0,127300.0,102442.0,30874.0,73314.0,343784.0,1447299.0,0.040000000000000036,135.9000000000001,153.53999999999974,169.55000000000018,300.22000000000025,156.66999999999962,517.2799999999997,443.02999999999975
2021-01-03,96160,2651893,1783896,2155446,427254,1928265,2654779,20722231,6.9,3959.4,2151.71,3567.33,4154.62,4120.53,3994.53,6343.14,528.0,95272.0,125257.0,107750.0,32681.0,73314.0,366434.0,1500167.0,0.03000000000000025,142.24000000000024,151.07999999999993,178.32999999999993,317.78999999999996,156.66999999999962,551.3600000000001,459.21000000000004
2021-01-04,96246,2655915,1796216,2166244,431623,1958844,2713563,20906021,6.91,3965.41,2166.58,3585.21,4197.11,4185.87,4082.98,6399.39,526.0,96340.0,123573.0,109967.0,34957.0,79431.0,383833.0,1509784.0,0.040000000000000036,143.8399999999997,149.05999999999995,182.0,339.92999999999984,169.73000000000002,577.54,462.15000000000055
2021-01-05,96310,2676195,1814565,2181619,436579,1982544,2774479,21139547,6.92,3995.69,2188.71,3610.65,4245.3,4236.52,4174.64,6470.88,513.0,105428.0,122456.0,114132.0,36577.0,89042.0,391614.0,1544430.0,0.040000000000000036,157.40999999999985,147.71000000000004,188.88999999999987,355.6800000000003,190.28000000000065,589.2500000000005,472.7600000000002
2021-01-06,96398,2701215,1841228,2201945,446606,1982544,2836801,21393464,6.92,4033.04,2220.87,3644.29,4342.8,4236.52,4268.41,6548.6,522.0,104091.0,100075.0,118256.0,40555.0,72326.0,403913.0,1566331.0,0.040000000000000036,155.40999999999985,120.71000000000004,195.7199999999998,394.3600000000001,154.5600000000004,607.75,479.46000000000004
2021-01-07,96484,2701215,1886561,2220361,456533,2024904,2889419,21670202,6.93,4033.04,2275.55,3674.77,4439.33,4327.04,4347.58,6633.31,521.0,84313.0,126041.0,113195.0,42855.0,96639.0,400639.0,1609153.0,0.040000000000000036,125.88000000000011,152.0300000000002,187.34000000000015,416.7199999999998,206.51000000000022,602.8199999999997,492.5600000000004
2021-01-08,96562,2742349,1905638,2237890,466709,2050360,2957472,21962246,6.93,4094.46,2298.56,3703.78,4538.28,4381.44,4449.98,6722.71,539.0,106304.0,143001.0,108514.0,46080.0,122095.0,415407.0,1748853.0,0.040000000000000036,158.72000000000025,172.48999999999978,179.59000000000015,448.0799999999999,260.90999999999985,625.0399999999995,535.3299999999999
2021-01-09,96690,2762120,1928462,2257866,476187,2050360,3017409,22224220,6.94,4123.98,2326.09,3736.84,4630.45,4381.44,4540.16,6802.9,604.0,122716.0,154922.0,116665.0,52317.0,122095.0,417620.0,1710545.0,0.040000000000000036,183.21999999999935,186.87000000000035,193.07999999999993,508.72999999999956,260.90999999999985,628.3699999999999,523.5999999999995
2021-01-10,96824,2777921,1929410,2276491,483689,2050360,3072349,22437501,6.95,4147.57,2327.23,3767.67,4703.4,4381.44,4622.83,6868.18,664.0,126028.0,145514.0,121045.0,56435.0,122095.0,417570.0,1715270.0,0.04999999999999982,188.16999999999962,175.51999999999998,200.34000000000015,548.7799999999997,260.90999999999985,628.2999999999997,525.04
2021-01-11,96920,2781503,1941116,2289021,489293,2111782,3118518,22651464,6.96,4152.92,2341.35,3788.41,4757.89,4512.69,4692.3,6933.68,674.0,125588.0,144900.0,122777.0,57670.0,152938.0,404955.0,1745443.0,0.04999999999999982,187.51000000000022,174.76999999999998,203.19999999999982,560.7800000000007,326.8199999999997,609.3200000000002,534.29
2021-01-12,97095,2800770,1968326,2303263,496552,2137220,3164051,22877702,6.97,4181.68,2374.17,3811.98,4828.48,4567.05,4760.81,7002.93,785.0,124575.0,153761.0,121644.0,59973.0,154676.0,389572.0,1738155.0,0.04999999999999982,185.99000000000024,185.46000000000004,201.32999999999993,583.1799999999994,330.52999999999975,586.1700000000001,532.0500000000002
2021-01-13,97275,2824473,1993892,2319036,507108,2176089,3211576,23107573,6.98,4217.07,2405.01,3838.08,4931.12,4650.11,4832.32,7073.3,877.0,123258.0,152664.0,117091.0,60502.0,193545.0,374775.0,1714109.0,0.0600000000000005,184.02999999999975,184.14000000000033,193.78999999999996,588.3199999999997,413.58999999999924,563.9099999999999,524.6999999999998
2021-01-14,97448,2845701,2015235,2336279,517806,2211967,3260258,23342548,7.0,4248.77,2430.75,3866.62,5035.15,4726.77,4905.57,7145.22,964.0,144486.0,128674.0,115918.0,61273.0,187063.0,370839.0,1672346.0,0.07000000000000028,215.73000000000047,155.19999999999982,191.8499999999999,595.8199999999997,399.7300000000005,557.9899999999998,511.90999999999985
2021-01-15,97616,2866769,2023828,2352423,528469,2252164,3316019,23583255,7.01,4280.22,2441.12,3893.34,5138.84,4812.67,4989.47,7218.9,1054.0,124420.0,118190.0,114533.0,61760.0,201804.0,358547.0,1621009.0,0.08000000000000007,185.76000000000022,142.55999999999995,189.55999999999995,600.5600000000004,431.2300000000005,539.4900000000007,496.1899999999996
2021-01-16,97775,2866769,2038645,2368733,539416,2252164,3357361,23784019,7.02,4280.22,2458.99,3920.33,5245.29,4812.67,5051.68,7280.36,1085.0,104649.0,110183.0,110867.0,63229.0,201804.0,339952.0,1559799.0,0.07999999999999918,156.2400000000007,132.89999999999964,183.48999999999978,614.8400000000001,431.2300000000005,511.52000000000044,477.46000000000004
2021-01-17,97939,2903975,2050129,2381277,549801,2252164,3395959,23961423,7.03,4335.77,2472.84,3941.09,5346.27,4812.67,5109.75,7334.66,1115.0,126054.0,120719.0,104786.0,66112.0,201804.0,323610.0,1523922.0,0.08000000000000007,188.20000000000073,145.61000000000013,173.42000000000007,642.8700000000008,431.2300000000005,486.9200000000001,466.47999999999956
2021-01-18,98164,2907711,2059382,2390102,556503,2336451,3433494,24104028,7.05,4341.35,2484.0,3955.7,5411.44,4992.79,5166.23,7378.31,1244.0,126208.0,118266.0,101081.0,67210.0,224669.0,314976.0,1452564.0,0.08999999999999986,188.4300000000003,142.6500000000001,167.28999999999996,653.5499999999993,480.10000000000036,473.9299999999994,444.6300000000001
2021-01-19,98323,2931050,2071615,2400598,566958,2370742,3466849,24281012,7.06,4376.2,2498.76,3973.07,5513.11,5066.06,5216.42,7432.49,1228.0,130280.0,103289.0,97335.0,70406.0,233522.0,302798.0,1403310.0,0.08999999999999986,194.51999999999953,124.59000000000015,161.09000000000015,684.6300000000001,499.0100000000002,455.6099999999997,429.5599999999995
2021-01-20,98544,2957547,2100618,2414166,581605,2412318,3505754,24463591,7.08,4415.76,2533.74,3995.52,5655.53,5154.91,5274.96,7488.38,1269.0,133074.0,106726.0,95130.0,74497.0,236229.0,294178.0,1356018.0,0.09999999999999964,198.6900000000005,128.72999999999956,157.44000000000005,724.4099999999999,504.8000000000002,442.6400000000003,415.0799999999999
2021-01-21,98786,2979915,2108895,2428221,595149,2456675,3543646,24656646,7.09,4449.15,2543.72,4018.79,5787.24,5249.69,5331.97,7547.47,1338.0,134214.0,93660.0,91942.0,77343.0,244708.0,283388.0,1314098.0,0.08999999999999986,200.3799999999992,112.9699999999998,152.17000000000007,752.0900000000001,522.9199999999992,426.40000000000055,402.25
2021-01-22,98886,3002910,2125261,2441854,609136,2499560,3583907,24846678,7.1,4483.49,2563.47,4041.35,5923.25,5341.34,5392.55,7605.64,1270.0,136141.0,101433.0,89431.0,80667.0,247396.0,267888.0,1263423.0,0.08999999999999986,203.26999999999953,122.34999999999991,148.00999999999976,784.4099999999999,528.6700000000001,403.0799999999999,386.7400000000007
2021-01-23,99047,3026320,2137691,2455185,624469,2499560,3617459,25016816,7.11,4518.44,2578.46,4063.41,6072.34,5341.34,5443.03,7657.72,1272.0,159551.0,99046.0,86452.0,85053.0,247396.0,260098.0,1232797.0,0.09000000000000075,238.21999999999935,119.47000000000025,143.07999999999993,827.0500000000002,528.6700000000001,391.34999999999945,377.3600000000006
2021-01-24,99247,3044358,2147769,2466813,636190,2499560,3647463,25147891,7.13,4545.37,2590.61,4082.66,6186.32,5341.34,5488.18,7697.84,1308.0,140383.0,97640.0,85536.0,86389.0,247396.0,251504.0,1186468.0,0.09999999999999964,209.59999999999945,117.76999999999998,141.5699999999997,840.0499999999993,528.6700000000001,378.4300000000003,363.1800000000003
2021-01-25,99402,3048598,2154656,2475372,643113,2593382,3669658,25298986,7.14,4551.7,2598.92,4096.82,6253.64,5541.82,5521.58,7744.09,1238.0,140887.0,95274.0,85270.0,86610.0,256931.0,236164.0,1194958.0,0.08999999999999986,210.34999999999945,114.92000000000007,141.1199999999999,842.2000000000007,549.0299999999997,355.35000000000036,365.77999999999975
2021-01-26,99541,3070458,2164043,2485956,653878,2629817,3689746,25445583,7.15,4584.34,2610.24,4114.34,6358.32,5619.68,5551.8,7788.97,1218.0,139408.0,92428.0,85358.0,86920.0,259075.0,222897.0,1164571.0,0.09000000000000075,208.14000000000033,111.47999999999956,141.26999999999998,845.21,553.6199999999999,335.3800000000001,356.4800000000005
2021-01-27,99655,3097374,2179679,2501147,668951,2670102,3715054,25598061,7.16,4624.53,2629.1,4139.48,6504.89,5705.77,5589.88,7835.64,1111.0,139827.0,79061.0,86981.0,87346.0,257784.0,209300.0,1134470.0,0.08000000000000007,208.76999999999953,95.36000000000013,143.95999999999958,849.3600000000006,550.8600000000006,314.9200000000001,347.2600000000002
2021-01-28,99746,3097374,2194562,2515507,685383,2705001,3743734,25766681,7.16,4624.53,2647.06,4163.25,6664.67,5780.34,5633.03,7887.26,960.0,117459.0,85667.0,87286.0,90234.0,248326.0,200088.0,1110035.0,0.07000000000000028,175.3800000000001,103.34000000000015,144.46000000000004,877.4300000000003,530.6500000000005,301.0599999999995,339.78999999999996
2021-01-29,99848,3143417,2207393,2529070,698583,2743119,3772813,25932794,7.17,4693.27,2662.53,4185.69,6793.03,5861.8,5676.79,7938.1,962.0,140507.0,82132.0,87216.0,89447.0,243559.0,188906.0,1086116.0,0.07000000000000028,209.78000000000065,99.0600000000004,144.3399999999997,869.7799999999997,520.46,284.2399999999998,332.46000000000004
2021-01-30,99968,3167274,2224911,2541783,711018,2743119,3796088,26074885,7.18,4728.89,2683.66,4206.73,6913.95,5861.8,5711.81,7981.6,921.0,140954.0,87220.0,86598.0,86549.0,243559.0,178629.0,1058069.0,0.0699999999999994,210.45000000000073,105.19999999999982,143.3199999999997,841.6099999999997,520.46,268.78000000000065,323.8800000000001
2021-01-31,100063,3186354,2225659,2553032,720516,2743119,3817176,26186781,7.18,4757.38,2684.56,4225.35,7006.31,5861.8,5743.54,8015.85,816.0,141996.0,77890.0,86219.0,84326.0,243559.0,169713.0,1038890.0,0.04999999999999982,212.01000000000022,93.94999999999982,142.6900000000005,819.9900000000007,520.46,255.35999999999967,318.0100000000002
2021-02-01,100127,3190701,2232327,2560957,726321,2822805,3835783,26321120,7.19,4763.87,2692.61,4238.47,7062.75,6032.08,5771.54,8056.97,725.0,142103.0,77671.0,85585.0,83208.0,229423.0,166125.0,1022134.0,0.05000000000000071,212.17000000000007,93.69000000000005,141.65000000000055,809.1099999999997,490.2600000000002,249.96000000000004,312.8800000000001
2021-02-02,100177,3213360,2240017,2570608,731861,2851869,3852623,26435557,7.19,4797.7,2701.88,4254.44,7116.62,6094.19,5796.87,8092.0,636.0,142902.0,75974.0,84652.0,77983.0,222052.0,162877.0,989974.0,0.040000000000000036,213.35999999999967,91.64000000000033,140.09999999999945,758.3000000000002,474.5099999999993,245.0699999999997,303.02999999999975
